project_id,project_name,web_url,video_id,auto_label,manual_label,manual_relevance_raw,manual_noise_type,stats_play_count,label_changed
13,中国木活字印刷术,https://www.tiktok.com/@fitness.babes.my/video/7634633861628202263,7634633861628202263,low_relevance,low_relevance,不相关,主题无关,57100000,False
13,中国木活字印刷术,https://www.tiktok.com/@engineezy/video/7632096837394058516,7632096837394058516,low_relevance,low_relevance,不相关,主题无关,90100000,False
13,中国木活字印刷术,https://www.tiktok.com/@3dtoylab.official/video/7600833198972488968,7600833198972488968,needs_review,low_relevance,不相关,主题无关,7500000,True
14,京剧,https://www.tiktok.com/@fuanvos/video/7647894451268029717,7647894451268029717,needs_review,low_relevance,不相关,主题无关,896600,True
14,京剧,https://www.tiktok.com/@nostalgicobrilhante/video/7633468043795959061,7633468043795959061,low_relevance,low_relevance,不相关,主题无关,22400000,False
14,京剧,https://www.tiktok.com/@jc.lyrics21/video/7647530495391075605,7647530495391075605,needs_review,low_relevance,不相关,主题无关,3100000,True
14,京剧,https://www.tiktok.com/@brian.liu1/video/7637255776473517319,7637255776473517319,low_relevance,low_relevance,不相关,主题无关,24500000,False
14,京剧,https://www.tiktok.com/@maisieding6688/video/7159021562836913454,7159021562836913454,likely_relevant,likely_relevant,相关,,27700000,False
14,京剧,https://www.tiktok.com/@selfwho0/video/7495059041585089835,7495059041585089835,likely_relevant,low_relevance,不相关,主题无关,18900000,True
14,京剧,https://www.tiktok.com/@daniel.enrique.tello/video/7644751621070540039,7644751621070540039,low_relevance,likely_relevant,相关,,36500000,True
14,京剧,https://www.tiktok.com/@lilliancui0/video/7533816685275417887,7533816685275417887,likely_relevant,low_relevance,不相关,蹭热门标签,1500000,True
14,京剧,https://www.tiktok.com/@selfwho0/video/7495059041585089835,7495059041585089835,likely_relevant,low_relevance,不相关,主题无关,18900000,True
14,京剧,https://www.tiktok.com/@sendeculture/video/6994670190596295937,6994670190596295937,likely_relevant,likely_relevant,相关,,17700000,False
14,京剧,https://www.tiktok.com/@liqinhdzuxk/video/7627515281144925471,7627515281144925471,needs_review,needs_review,拿不准,,6700000,False
14,京剧,https://www.tiktok.com/@lilliancui0/video/7533816685275417887,7533816685275417887,likely_relevant,low_relevance,不相关,蹭热门标签,1500000,True
14,京剧,https://www.tiktok.com/@daniel.enrique.tello/video/7644751621070540039,7644751621070540039,low_relevance,likely_relevant,相关,,36500000,True
14,京剧,https://www.tiktok.com/@liqinhdzuxk/video/7627515281144925471,7627515281144925471,needs_review,needs_review,拿不准,,6700000,False
14,京剧,https://www.tiktok.com/@clou11103/video/7575850528962350358,7575850528962350358,likely_relevant,low_relevance,不相关,主题无关,4300000,True
14,京剧,https://www.tiktok.com/@lilliancui0/video/7533816685275417887,7533816685275417887,likely_relevant,low_relevance,不相关,蹭热门标签,1500000,True
14,京剧,https://www.tiktok.com/@selfwho0/video/7495059041585089835,7495059041585089835,likely_relevant,low_relevance,不相关,主题无关,18900000,True
14,京剧,https://www.tiktok.com/@globalfrontlineofficial/video/7635223005253143828,7635223005253143828,needs_review,low_relevance,不相关,主题无关,7400000,True
14,京剧,https://www.tiktok.com/@nostalgicobrilhante/video/7633468043795959061,7633468043795959061,low_relevance,low_relevance,不相关,主题无关,22400000,False
15,中医针灸,https://www.tiktok.com/@kungfuteam/video/7635089409666256146,7635089409666256146,needs_review,low_relevance,不相关,,10800000,True
15,中医针灸,https://www.tiktok.com/@alphabody.au/video/7435545793227918610,7435545793227918610,needs_review,needs_review,拿不准,,15300000,False
15,中医针灸,https://www.tiktok.com/@drdavidabbasi/video/7645338547234295070,7645338547234295070,low_relevance,low_relevance,不相关,主题无关,21600000,False
15,中医针灸,https://www.tiktok.com/@anew.acu/video/7113681576579452203,7113681576579452203,likely_relevant,low_relevance,不相关,主题无关,24600000,True
15,中医针灸,https://www.tiktok.com/@helpfulthought/video/7480357482418687254,7480357482418687254,low_relevance,needs_review,拿不准,,31000000,True
15,中医针灸,https://www.tiktok.com/@ritakharita/video/7311475414835170592,7311475414835170592,likely_relevant,low_relevance,不相关,蹭热门标签,34700000,True
15,中医针灸,https://www.tiktok.com/@4iped/video/7361409361027058945,7361409361027058945,likely_relevant,low_relevance,不相关,主题无关,24700000,True
15,中医针灸,https://www.tiktok.com/@geotherapy/video/7416634811328007456,7416634811328007456,likely_relevant,likely_relevant,相关,,15800000,False
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@littleturtlelisa/video/7073738129185738030,7073738129185738030,likely_relevant,likely_relevant,相关,,4100000,False
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@littleturtlelisa/video/7409140339413470495,7409140339413470495,likely_relevant,likely_relevant,相关,,5400000,False
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@littleturtlelisa/video/7317593985588055342,7317593985588055342,likely_relevant,likely_relevant,相关,,2200000,False
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@1ucifer.sson/video/7599002501131635975,7599002501131635975,low_relevance,low_relevance,不相关,主题无关,20400000,False
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@ncllsrrn/video/7474568974320110849,7474568974320110849,low_relevance,low_relevance,不相关,主题无关,12800000,False
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@traditional.indus/video/7634924579571371286,7634924579571371286,needs_review,low_relevance,不相关,主题无关,4500000,True
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@hudddjd/video/7577639681932709134,7577639681932709134,low_relevance,low_relevance,不相关,主题无关,42000000,False
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@meet_east/video/7295710056752958763,7295710056752958763,low_relevance,low_relevance,不相关,同类,14100000,False
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@huatieutieu/video/7631450622050454792,7631450622050454792,low_relevance,low_relevance,不相关,他国同类,53800000,False
16,黎族传统纺染织绣技艺,https://www.tiktok.com/@for.chaney.linqiunan/video/7626972893062171924,7626972893062171924,needs_review,low_relevance,不相关,蹭热门标签,4400000,True
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@3yed.7/video/7641126951213600020,7641126951213600020,low_relevance,low_relevance,不相关,蹭热门标签,6700000,False
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@h999888n/video/7610329801664056596,7610329801664056596,needs_review,low_relevance,不相关,主题无关,418100,True
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@suny04322/video/7624795008431934752,7624795008431934752,needs_review,low_relevance,不相关,主题无关,140900,True
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@indra.dahal24/video/7642174414309575957,7642174414309575957,low_relevance,low_relevance,不相关,蹭热门标签,26300000,False
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@keekee4352/video/7560011907990572301,7560011907990572301,low_relevance,needs_review,拿不准,其他,6200000,True
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@visitbuckspa/video/7377126597482237230,7377126597482237230,likely_relevant,low_relevance,不相关,蹭热门标签,429000,True
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@thehoosierhiker/video/7403725286170266923,7403725286170266923,likely_relevant,low_relevance,不相关,蹭热门标签,1100000,True
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@thomasmiller2334/video/7257632753879895339,7257632753879895339,likely_relevant,low_relevance,不相关,蹭热门标签,1400000,True
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@avanteehee/video/7642560614757420319,7642560614757420319,low_relevance,low_relevance,不相关,蹭热门标签,5300000,False
17,中国木拱桥传统营造技艺,https://www.tiktok.com/@haileyhutchesonmusic/video/7241677491482463530,7241677491482463530,low_relevance,low_relevance,不相关,蹭热门标签,14400000,False
18,羌年,https://www.tiktok.com/@naivepanda/video/7298030733258394911,7298030733258394911,needs_review,low_relevance,不相关,主题无关,2000000,True
18,羌年,https://www.tiktok.com/@for.chaney.linqiunan/video/7626972893062171924,7626972893062171924,needs_review,low_relevance,不相关,蹭热门标签,4400000,True
