sample_id,project_id,project_name,no_china_signal_unique_ratio,no_china_signal_play_ratio_rowlabel,video_id,url,play_count,source_term,author_handle,caption,hashtags,hashtags_text,quality_label,quality_score,quality_reasons,china_context_hit,china_context_terms,has_cjk_desc,manual_label_relevant_irrelevant_uncertain,manual_false_negative_if_relevant,manual_notes
CS-15-06,15,中医针灸,0.5534,0.6613,7156333711225556267,https://www.tiktok.com/@acupuncturefit/video/7156333711225556267,7400000,acupuncture,acupuncturefit,"Have you ever wondered about your blood type? Dr. Anis Khalaf with Acupuncture Fit explains about the A, B, AB or O types of blood. Have you asked yourself about the blood type diet? The best diets focus on nutrient intake, improving gut health and consuming lower inflammatory foods. There is no evidence that shows a link between the blood type diet theory and specific nutrient needs #DrAnis #LearnOnTikTok #TikTokTaughtMe #Blood #Health #HealthTips #Diet  Disclaimer: This content is for informational and educational purposes only and is not intended to provide personalized medical advice or to take the place of such advice or treatment from your physician. All viewers of this content, especially those taking prescription or over-the-counter medications, should consult their physicians before beginning any nutrition, supplement or lifestyle program! 20211017v2","[""dranis"", ""LearnOnTikTok"", ""TikTokTaughtMe"", ""blood"", ""health"", ""healthtips"", ""diet""]","[""DrAnis"", ""LearnOnTikTok"", ""TikTokTaughtMe"", ""Blood"", ""Health"", ""HealthTips"", ""Diet""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-15-07,15,中医针灸,0.5534,0.6613,7495820497238691094,https://www.tiktok.com/@asmr_by_katya/video/7495820497238691094,5900000,acupuncture,asmr_by_katya,Deep relaxation through acupressure and delicate sounds. Feel the tool find just the right points and let a wave of calm wash over you. Take a breath and simply be in the moment. #ASMR #Acupuncture #Reflexology #Relaxation #Tingles,"[""asmr"", ""acupuncture"", ""reflexology"", ""relaxation"", ""tingles""]","[""ASMR"", ""Acupuncture"", ""Reflexology"", ""Relaxation"", ""Tingles""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-15-08,15,中医针灸,0.5534,0.6613,7329786487472426258,https://www.tiktok.com/@sebbylaz/video/7329786487472426258,5700000,acupuncture,sebbylaz,I feel for all women 😭🤰🏻someone come take this away from me 😫 #acupuncture #shoppingfinds #myhome #skintok #nicki ,"[""acupuncture"", ""shoppingfinds"", ""myhome"", ""skintok"", ""nicki""]","[""acupuncture"", ""shoppingfinds"", ""myhome"", ""skintok"", ""nicki""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-15-09,15,中医针灸,0.5534,0.6613,7328930249595702574,https://www.tiktok.com/@asmreclipselunar/video/7328930249595702574,5200000,acupuncture,asmreclipselunar,Replying to @딸깍 하는 소리 Cientifico loco te da una sesión de acupuntura 📍📌🪡💉🧫🎧✨😴 Que más quieres que te haga? #asmr #asmrmedical #asmrroleplay #acupuntura #humor #asmrdoctor #asmrparadormir #satisfactorio #asmracupuncture #sleep #relax #parati #paratii #fyp #asmrenespañol #asmrespañol ,"[""asmr"", ""asmrmedical"", ""asmrroleplay"", ""acupuntura"", ""humor"", ""asmrdoctor"", ""asmrparadormir"", ""satisfactorio"", ""asmracupuncture"", ""sleep"", ""relax"", ""parati"", ""paratii"", ""fyp"", ""asmrenespañol"", ""asmrespañol""]","[""asmr"", ""asmrmedical"", ""asmrroleplay"", ""acupuntura"", ""humor"", ""asmrdoctor"", ""asmrparadormir"", ""satisfactorio"", ""asmracupuncture"", ""sleep"", ""relax"", ""parati"", ""paratii"", ""fyp"", ""asmrenespañol"", ""asmrespañol""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-15-10,15,中医针灸,0.5534,0.6613,7479260831864147218,https://www.tiktok.com/@wongzzii/video/7479260831864147218,3900000,acupuncture,wongzzii,"‼️Disclaimer: Please only do this under professional guidance. This is not a harmful practice. 🧑🏻‍⚕️🙌🏻 My TCM practitioner has advised that the needles can be left in until just before showering. 🚿  I’ve been undergoing TCM acupuncture since 2023, and it has become part of my routine. I’m already  skilled at handling these needles without them interfering with my daily tasks. 😆😉",[],[],likely_relevant,6,"[""source_hit"", ""project_term_hits:2"", ""core_term_hits:2""]",False,[],False,,,
CS-11-01,11,麦西热甫,0.5495,0.4766,7367998551541959968,https://www.tiktok.com/@uyghuryouth/video/7367998551541959968,3500000,uyghur,uyghuryouth,#uyghur #fyp ,"[""uyghur"", ""fyp""]","[""uyghur"", ""fyp""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-11-02,11,麦西热甫,0.5495,0.4766,7549602349556256055,https://www.tiktok.com/@iambiggroove/video/7549602349556256055,3000000,meshrep,iambiggroove,"The lamb was very tender! 🔥 @oguzuyghurcuisineca @OguzUyghurzcuisine  • 📍1110 Finch Ave W, North York, ON M3J 3M2, Canada • • • • #culture #foodie #restaurant #lamb #dance ","[""culture"", ""Foodie"", ""restaurant"", ""lamb"", ""dance""]","[""culture"", ""foodie"", ""restaurant"", ""lamb"", ""dance""]",likely_relevant,6,"[""source_hit"", ""project_term_hits:2"", ""core_term_hits:2""]",False,[],False,,,
CS-11-03,11,麦西热甫,0.5495,0.4766,7644778908998585631,https://www.tiktok.com/@nnmeozv4454/video/7644778908998585631,2900000,uyghur,nnmeozv4454,Uyghur language ❤️ .#uyghur #turkish #uzbek #uzbekistan #japanese,"[""uyghur"", ""turkish"", ""uzbek"", ""uzbekistan"", ""japanese""]","[""turkish"", ""uzbek"", ""uzbekistan"", ""japanese""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-11-04,11,麦西热甫,0.5495,0.4766,7644756092710407432,https://www.tiktok.com/@starryella88/video/7644756092710407432,2400000,uyghur,starryella88,"Ayah dilraba pasti sangat bangga, ini putri kesayanganku Dilireba  Dilmurati 😊🤩#dilrabadilmurat #dilraba #uyghur  #xyzbca #fyp   #creatorsearchinsights ","[""dilrabadilmurat"", ""dilraba"", ""uyghur"", ""xyzbca"", ""fyp"", ""creatorsearchinsights""]","[""dilraba"", ""uyghur"", ""xyzbca"", ""fyp"", ""creatorsearchinsights""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-11-05,11,麦西热甫,0.5495,0.4766,7608819267177368839,https://www.tiktok.com/@daga_89_/video/7608819267177368839,2000000,uyghur,daga_89_,Uyghur Adash #rek #rekomendasi #Adash Adash #Uyghur Adash #####################################################,"[""rek"", ""rekomendasi"", ""adash"", ""uyghur""]","[""rek"", ""rekomendasi"", ""Adash"", ""Uyghur""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-11-06,11,麦西热甫,0.5495,0.4766,7520324491419946262,https://www.tiktok.com/@uyghuryouth/video/7520324491419946262,1300000,uyghur,uyghuryouth,it feels illegal... (pls don't shadowban 👉🏼👈🏼),[],[],likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-11-07,11,麦西热甫,0.5495,0.4766,7546084630642838806,https://www.tiktok.com/@uyghurvideo/video/7546084630642838806,1200000,uyghur,uyghurvideo,#уйгуры #уйгур #уйгурка #uighur #uyghur ,"[""уйгуры"", ""уйгур"", ""уйгурка"", ""uighur"", ""uyghur""]","[""уйгуры"", ""уйгур"", ""уйгурка"", ""uighur"", ""uyghur""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-11-08,11,麦西热甫,0.5495,0.4766,7220102855208848683,https://www.tiktok.com/@ushousewatch/video/7220102855208848683,1000000,uyghur,ushousewatch,Congresswoman Lesko asks CEO Chew about the Uyghur population and content moderation regarding this topic. #uyghurmuslims #debbielesko #ferosa ,"[""uyghurmuslims"", ""debbielesko"", ""ferosa""]","[""uyghurmuslims"", ""debbielesko"", ""ferosa""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-11-09,11,麦西热甫,0.5495,0.4766,7523094685707996423,https://www.tiktok.com/@user8157888694144/video/7523094685707996423,981300,uyghur,user8157888694144,😂😂😂#uyghurs #уйгуры,"[""uyghurs"", ""уйгуры""]","[""уйгуры""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
CS-11-10,11,麦西热甫,0.5495,0.4766,7483912806325046559,https://www.tiktok.com/@uyghurneedhelp/video/7483912806325046559,964000,uyghur,uyghurneedhelp,#freeuyghurs ,"[""freeuyghurs""]","[""freeuyghurs""]",likely_relevant,4,"[""source_hit"", ""project_term_hits:1"", ""core_term_hits:1""]",False,[],False,,,
