video_url,project,reviewer,manual_relevance,manual_noise_type,content_language,audience_language,notes,play_count
https://www.tiktok.com/@annabewla/video/6874186416834776322,麦西热甫,C,不相关,主题无关,其他,印度尼西亚语为主,,4600000
https://www.tiktok.com/@namewee/video/7393933844677790997,麦西热甫,C,不相关,主题无关,中文,评论中文为主,,928100
https://www.tiktok.com/@uyghurs_voice/video/7377768102718737670,麦西热甫,C,不相关,主题无关,英文,混合,,440600
https://www.tiktok.com/@xastorevietnam/video/7618459287039479061,麦西热甫,C,不相关,主题无关,英文,混合,,49000000
https://www.tiktok.com/@alecanewman/video/7245102520836689194,麦西热甫,C,不相关,主题无关,英文,英文为主,,36200000
https://www.tiktok.com/@geluteer/video/7602517143514516791,麦西热甫,C,不相关,主题无关,其他,混合,,36100000
https://www.tiktok.com/@junkyyj/video/7555028481403309325,中国水密隔舱福船制造技艺,C,不相关,主题无关,英文,英文为主,,48200000
https://www.tiktok.com/@junkyyj/video/7618084140725849374,中国水密隔舱福船制造技艺,C,不相关,主题无关,英文,英文为主,,26100000
https://www.tiktok.com/@junkyyj/video/7538672680468270391,中国水密隔舱福船制造技艺,C,不相关,主题无关,英文,英文为主,,23500000
https://www.tiktok.com/@junkyyj/video/7610309549228068126,中国水密隔舱福船制造技艺,C,不相关,主题无关,英文,英文为主,,21100000
https://www.tiktok.com/@junkiebffs/video/7132859667633442054,中国水密隔舱福船制造技艺,C,不相关,主题无关,英文,英文为主,,4200000
https://www.tiktok.com/@usersq30uhvr2n/video/7630717425851305224,中国水密隔舱福船制造技艺,C,不相关,主题无关,中文,评论中文为主,,709800
https://www.tiktok.com/@jungkook/video/7620981615036255509,中国水密隔舱福船制造技艺,C,不相关,主题无关,英文,英文为主,,88500000
https://www.tiktok.com/@jungkook/video/7621738760065060117,中国水密隔舱福船制造技艺,C,不相关,主题无关,英文,英文为主,,82900000
https://www.tiktok.com/@jungkook/video/7631324009992326420,中国水密隔舱福船制造技艺,C,不相关,主题无关,英文,英文为主,,71000000
`,京剧,C,相关,,中文,英文为主,,57700000
https://www.tiktok.com/@maisieding6688/video/7159021562836913454,京剧,C,相关,,英文,英文为主,,27700000
https://www.tiktok.com/@sendeculture/video/6994670190596295937,京剧,C,相关,,英文,混合,,17700000
https://www.tiktok.com/@globalfrontlineofficial/video/7635223005253143828,京剧,C,不相关,主题无关,其他,混合,,7400000
https://www.tiktok.com/@liqinhdzuxk/video/7627515281144925471,京剧,C,拿不准,,中文,混合,拿不准是京剧还是川剧还是秦腔,6700000
https://www.tiktok.com/@daniel.enrique.tello/video/7644751621070540039,京剧,C,相关,,其他,混合,,36500000
https://www.tiktok.com/@nostalgicobrilhante/video/7633468043795959061,京剧,C,不相关,主题无关,中文,混合,,22400000
https://www.tiktok.com/@ritakharita/video/7311475414835170592,中医针灸,C,不相关,蹭热门标签,英文,混合,,34700000
https://www.tiktok.com/@4iped/video/7361409361027058945,中医针灸,C,不相关,主题无关,英文,混合,,24700000
https://www.tiktok.com/@anew.acu/video/7113681576579452203,中医针灸,C,不相关,主题无关,英文,英文为主,,24600000
https://www.tiktok.com/@geotherapy/video/7416634811328007456,中医针灸,C,相关,,英文,英文为主,,15800000
https://www.tiktok.com/@alphabody.au/video/7435545793227918610,中医针灸,C,拿不准,,英文,混合,不确定是哪个国家的,15300000
https://www.tiktok.com/@helpfulthought/video/7480357482418687254,中医针灸,C,拿不准,,英文,英文为主,不确定是哪个国家的,31000000
https://www.tiktok.com/@drdavidabbasi/video/7645338547234295070,中医针灸,C,不相关,主题无关,英文,英文为主,,21600000
https://www.tiktok.com/@davdlifts/video/7416496883885018398,宣纸传统制作技艺,C,不相关,主题无关,英文,混合,,28200000
https://www.tiktok.com/@carla.x33/video/7182507824432401669,宣纸传统制作技艺,C,不相关,主题无关,英文,混合,,19800000
https://www.tiktok.com/@iankyo/video/7391138461627026718,宣纸传统制作技艺,C,不相关,主题无关,英文,英文为主,,15100000
https://www.tiktok.com/@jeanelleats/video/7228046071807642926,宣纸传统制作技艺,C,不相关,主题无关,英文,英文为主,,14900000
https://www.tiktok.com/@meet_east/video/7130057943722003758,宣纸传统制作技艺,C,不相关,主题无关,英文,英文为主,,53000000
https://www.tiktok.com/@themakingof3/video/7402495869968338218,宣纸传统制作技艺,C,不相关,主题无关,英文,混合,,31900000
https://www.tiktok.com/@trendygabriel/video/7321072687260962091,宣纸传统制作技艺,C,相关,,英文,英文为主,,38000000
https://www.tiktok.com/@peter.pan810/video/7277253237101677867,宣纸传统制作技艺,C,相关,,英文,英文为主,,30700000
https://www.tiktok.com/@lednevo4ka/video/7461031341879004458,宣纸传统制作技艺,C,拿不准,,英文,英文为主,不确定是哪个国家的,29700000
https://www.tiktok.com/@shanbai09/video/7569629481434975502,龙泉青瓷传统烧制技艺,C,相关,,混合,混合,,46100000
https://www.tiktok.com/@longquan.celadon/video/6871202753721535750,龙泉青瓷传统烧制技艺,C,不相关,,无,混合,,18400000
https://www.tiktok.com/@graypgxftz1/video/7635542993771957535,龙泉青瓷传统烧制技艺,C,不相关,主题无关,英文,英文为主,,17300000
https://www.tiktok.com/@shanbai09/video/7584821887960698126,龙泉青瓷传统烧制技艺,C,不相关,主题无关,英文,混合,,4800000
https://www.tiktok.com/@kirsty.liu_/video/7550906729114946846,龙泉青瓷传统烧制技艺,C,不相关,主题无关,英文,英文为主,,2900000
https://www.tiktok.com/@aokifengchun/video/7570735562601139511,龙泉青瓷传统烧制技艺,C,拿不准,,其他,混合,是瓷器，但不能确定是不是龙泉青瓷,32100000
https://www.tiktok.com/@craftheritage/video/7624096912974564621,龙泉青瓷传统烧制技艺,C,相关,,英文,混合,,19700000
https://www.tiktok.com/@graypgxftz1/video/7634490599818677534,龙泉青瓷传统烧制技艺,C,不相关,主题无关,英文,混合,,16000000
https://www.tiktok.com/@lol_ha61/video/7618062452944669982,蒙古族呼麦,C,不相关,主题无关,英文,混合,,28800000
https://www.tiktok.com/@sivelius/video/7604310197569424661,蒙古族呼麦,C,不相关,主题无关,英文,英文为主,,28200000
https://www.tiktok.com/@cherylporterdiva/video/7053967134304619781,蒙古族呼麦,C,不相关,主题无关,英文,英文为主,,25000000
https://www.tiktok.com/@erklen/video/7544518597226401037,蒙古族呼麦,C,相关,,英文,混合,,81000000
https://www.tiktok.com/@erklen/video/7556654545070230798,蒙古族呼麦,C,相关,,英文,混合,,47800000
https://www.tiktok.com/@mochalatteeeee_j/video/7641989538625244423,蒙古族呼麦,C,不相关,主题无关,英文,英文为主,,48400000
https://www.tiktok.com/@_aztoalex/video/7603529890654063902,蒙古族呼麦,C,不相关,主题无关,英文,英文为主,,29000000
https://www.tiktok.com/@erklen/video/7522002205973548302,蒙古族呼麦,C,相关,,英文,混合,,36000000
https://www.tiktok.com/@hudddjd/video/7569493475566030135,古琴艺术,C,不相关,主题无关,英文,混合,,38900000
https://www.tiktok.com/@guzheng.vn/video/7559630241006718216,古琴艺术,C,不相关,蹭热门标签,其他,混合,,5900000
https://www.tiktok.com/@guqinvietnam.com/video/7379587873823001863,古琴艺术,C,相关,,其他,混合,,5100000
https://www.tiktok.com/@yaogoue/video/7340222853343710506,古琴艺术,C,相关,,英文,混合,,4700000
https://www.tiktok.com/@xiaoniudizi/video/7430673406665821448,古琴艺术,C,不相关,主题无关,混合,混合,,14900000
https://www.tiktok.com/@mizdramaholic/video/7485060943156694303,古琴艺术,C,相关,,英文,混合,,20200000
https://www.tiktok.com/@hongyongmusic/video/7626379239561923847,古琴艺术,C,不相关,主题无关,中文,混合,,12700000
https://www.tiktok.com/@tiemdanguzheng/video/7555493177604607250,古琴艺术,C,相关,,英文,混合,,11300000
https://www.tiktok.com/@kingwithqueen12/video/7646789108911623446,新疆维吾尔木卡姆艺术,C,不相关,主题无关,英文,混合,,1600000
https://www.tiktok.com/@amirmuqam33/video/7268936455529991426,新疆维吾尔木卡姆艺术,C,不相关,主题无关,英文,关闭评论区,,1300000
https://www.tiktok.com/@fangxiaojieaizhuiju/video/7641792081266035988,新疆维吾尔木卡姆艺术,C,相关,,中文,几乎没评论,,1000000
https://www.tiktok.com/@a.great.soul/video/7423800260667002130,新疆维吾尔木卡姆艺术,C,不相关,主题无关,英文,混合,,1300000
https://www.tiktok.com/@joeyyyds666/video/7539622309439589654,新疆维吾尔木卡姆艺术,C,不相关,主题无关,英文,英文为主,,1000000
https://www.tiktok.com/@thomastfu/video/7589712529983589653,新疆维吾尔木卡姆艺术,C,不相关,主题无关,中文,英文为主,,18000000
https://www.tiktok.com/@tonsaianime/video/7145736165755292954,新疆维吾尔木卡姆艺术,C,不相关,主题无关,英文,英文为主,,15000000
https://www.tiktok.com/@yahyeai/video/7142841163270196485,新疆维吾尔木卡姆艺术,C,不相关,主题无关,英文,混合,,14500000
https://www.tiktok.com/@wangzhiyu.2026/video/7608800678684691726,新疆维吾尔木卡姆艺术,C,不相关,主题无关,其他,混合,,5700000
https://www.tiktok.com/@radlizardglizard/video/7641278900173114637,蒙古族长调民歌,C,不相关,主题无关,英文,英文为主,,1500000
https://www.tiktok.com/@jesse_4_3_2_1/video/7241698973608611098,蒙古族长调民歌,C,不相关,主题无关,英文,英文为主,,957900
https://www.tiktok.com/@__altka1__/video/7575111259524189447,蒙古族长调民歌,C,不相关,主题无关,其他,混合,,585800
https://www.tiktok.com/@clou11103/video/7575850528962350358,蒙古族长调民歌,C,不相关,主题无关,中文,混合,,4300000
https://www.tiktok.com/@fuanvos/video/7647894451268029717,蒙古族长调民歌,C,不相关,主题无关,中文,混合,,897700
https://www.tiktok.com/@itsdxnmusic/video/7493231739372866823,蒙古族长调民歌,C,不相关,主题无关,英文,英文为主,,40500000
https://www.tiktok.com/@snowravenofficial/video/7598671373187206414,蒙古族长调民歌,C,不相关,主题无关,英文,混合,,39100000
https://www.tiktok.com/@ummetozcantiktok/video/7128388348825177350,蒙古族长调民歌,C,相关,,英文,混合,,32500000
https://www.tiktok.com/@dy991891/video/7526849661034876165,中国珠算,C,不相关,主题无关,英文,混合,,51000000
https://www.tiktok.com/@sportstoro/video/7643747462225825045,中国珠算,C,不相关,主题无关,英文,混合,,22600000
https://www.tiktok.com/@dy991891/video/7509511552265899270,中国珠算,C,不相关,主题无关,英文,混合,,22400000
https://www.tiktok.com/@superclever_oesterreich/video/7312854328321035552,中国珠算,C,不相关,主题无关,英文,英文为主,,18100000
https://www.tiktok.com/@ngthanhquan3/video/7627001351553273109,中国珠算,C,不相关,主题无关,中文,混合,,3700000
https://www.tiktok.com/@alextevoxofficial/video/7610426880805604629,中国珠算,C,不相关,主题无关,中文,混合,,2500000
https://www.tiktok.com/@linshenmekun/video/7598842429793455373,中国珠算,C,不相关,主题无关,中文,混合,,35800000
https://www.tiktok.com/@superznalaczupanja/video/7593805998314261782,中国珠算,C,不相关,主题无关,其他,混合,,22600000
https://www.tiktok.com/@unitel.bo/video/7424625111837297926,中国珠算,C,不相关,主题无关,其他,混合,,22000000
