project_id,project_name,search_keyword,current_stop_reason,current_pages_fetched,current_collected_count,current_next_page_token_present,youtube_stock_qualitative_state,youtube_totalResults_estimate_weak_signal,youtube_likely_reach_tier,youtube_likely_reach_score,youtube_project_likely_total_view,youtube_project_likely_unique_videos,youtube_project_raw_total_view,youtube_project_low_relevance_play_ratio,youtube_raw_to_likely_tier_delta,youtube_reach_noise_risk,tiktok_quadrant,tiktok_quadrant_label,tiktok_review_priority,tiktok_likely_reach_tier,tiktok_stock_band_qualitative,tiktok_scale_tier_qualitative,tiktok_manual_priority_rows,cross_platform_stock_compare_note,term_raw_unique_videos,term_likely_unique_videos,term_needs_review_unique_videos,term_low_unique_videos,term_likely_video_ratio,term_low_video_ratio,term_raw_total_view,term_likely_total_view,term_low_total_view,term_likely_play_ratio,term_low_play_ratio,term_likely_max_view,term_raw_max_view,term_top_likely_url,term_top_raw_url,term_label_counts,deepcrawl_priority,priority_rank,recommended_action,recommended_page_plan,recommended_max_pages,deepcrawl_reason,candidate_rank
24,宣纸传统制作技艺,Xuan paper making,sample_limit_reached,3,147,True,youtube_three_page_lower_bound_unresolved,61505,high_20_40pct_reach,6.012121,12328419,70,23810616,0.0002,1,low,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,top_20pct_reach,stock_low,near_invisible,9,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,147,70,75,2,0.4762,0.0136,23810616,12328419,4339,0.5178,0.0002,3882133,9248251,https://www.youtube.com/watch?v=4E-eZxT1JL4,https://www.youtube.com/watch?v=o5BZ67LqdeY,"{'needs_review': 75, 'likely_relevant': 70, 'low_relevance': 2}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,21
32,花儿,Hua'er,sample_limit_reached,3,143,True,youtube_three_page_lower_bound_unresolved,1000000,middle_40_70pct_reach,5.633062,11329272,198,352841359,0.9637,-1,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,bottom_10pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,143,139,1,3,0.972,0.021,11287345,11264577,15681,0.998,0.0014,6317417,6317417,https://www.youtube.com/watch?v=dtZy312HJbM,https://www.youtube.com/watch?v=dtZy312HJbM,"{'likely_relevant': 139, 'low_relevance': 3, 'needs_review': 1}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,22
11,麦西热甫,Meshrep,sample_limit_reached,3,149,True,youtube_three_page_lower_bound_unresolved,23711,middle_40_70pct_reach,5.490786,6455423,148,6456695,0.0,1,low,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,high_20_40pct_reach,stock_low,near_invisible,9,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,149,148,1,0,0.9933,0.0,6456695,6455423,0,0.9998,0.0,3385751,3385751,https://www.youtube.com/watch?v=1Hef5OXHr5I,https://www.youtube.com/watch?v=1Hef5OXHr5I,"{'likely_relevant': 148, 'needs_review': 1}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,23
15,中医针灸,acupuncture moxibustion,sample_limit_reached,3,145,True,youtube_three_page_lower_bound_unresolved,170476,middle_40_70pct_reach,5.522686,5712974,111,6464742,0.0052,1,low,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,top_20pct_reach,stock_mid,long_tail,9,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,145,111,31,3,0.7655,0.0207,6464742,5712974,33822,0.8837,0.0052,1462662,1462662,https://www.youtube.com/watch?v=NCBTxDfsVVg,https://www.youtube.com/watch?v=NCBTxDfsVVg,"{'likely_relevant': 111, 'needs_review': 31, 'low_relevance': 3}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,24
41,昆曲,Kunqu opera,sample_limit_reached,3,140,True,youtube_three_page_lower_bound_unresolved,53332,middle_40_70pct_reach,5.223767,3315499,137,5143973,0.3394,1,medium,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,lower_70_90pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,140,137,2,1,0.9786,0.0071,5143973,3315499,1745731,0.6445,0.3394,1188891,1745731,https://www.youtube.com/watch?v=m1GxmBsxQ1g,https://www.youtube.com/watch?v=TDD3AnPmU7o,"{'likely_relevant': 137, 'low_relevance': 1, 'needs_review': 2}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,25
10,中国皮影戏,Chinese shadow puppetry,sample_limit_reached,3,141,True,youtube_three_page_lower_bound_unresolved,794686,middle_40_70pct_reach,5.317299,2551668,69,145384102,0.9768,0,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,lower_70_90pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,141,69,23,49,0.4894,0.3475,145384102,2551668,142014494,0.0176,0.9768,1608057,58942216,https://www.youtube.com/watch?v=YzFlGlomGfs,https://www.youtube.com/watch?v=JZ1DH77eWH0,"{'likely_relevant': 69, 'needs_review': 23, 'low_relevance': 49}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,26
29,藏戏,Tibetan opera,sample_limit_reached,3,144,True,youtube_three_page_lower_bound_unresolved,605618,middle_40_70pct_reach,5.13657,2440978,119,104153749,0.8387,0,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,bottom_10pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,144,119,5,20,0.8264,0.1389,104153749,2440978,87353672,0.0234,0.8387,1257052,44757513,https://www.youtube.com/watch?v=q_5MSSu2cMQ,https://www.youtube.com/watch?v=386e2AK-CRI,"{'likely_relevant': 119, 'low_relevance': 20, 'needs_review': 5}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,27
9,赫哲族伊玛堪,Yimakan,sample_limit_reached,3,144,True,youtube_three_page_lower_bound_unresolved,495,middle_40_70pct_reach,5.040616,2014472,47,8176617,0.7135,1,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,middle_40_70pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,144,47,25,72,0.3264,0.5,8176617,2014472,5834269,0.2464,0.7135,1286486,2412207,https://www.youtube.com/watch?v=O8OYvErAcb8,https://www.youtube.com/watch?v=j6M6HHYxz9U,"{'likely_relevant': 47, 'needs_review': 25, 'low_relevance': 72}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,28
7,中国珠算,Chinese abacus,sample_limit_reached,3,150,True,youtube_three_page_lower_bound_unresolved,623161,middle_40_70pct_reach,5.158694,1842282,71,395261731,0.9949,-2,high,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,top_20pct_reach,stock_low,near_invisible,9,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,150,71,4,75,0.4733,0.5,395261731,1842282,393252444,0.0047,0.9949,997636,75709837,https://www.youtube.com/watch?v=FTVXUG_PngE,https://www.youtube.com/watch?v=FJs2UsQza2w,"{'likely_relevant': 71, 'low_relevance': 75, 'needs_review': 4}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,29
37,中国传统木结构建筑营造技艺,Chinese wooden architecture,sample_limit_reached,3,150,True,youtube_three_page_lower_bound_unresolved,837084,middle_40_70pct_reach,5.011561,1787087,78,298422787,0.9883,0,high,stock_high__reach_low,高存量低触达：自产自销/虚假繁荣候选,P0_stock_high_reach_low,middle_40_70pct_reach,stock_high,mid,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,150,21,101,28,0.14,0.1867,237531930,1592178,234582671,0.0067,0.9876,785708,121921385,https://www.youtube.com/watch?v=Ytlptt9I8g4,https://www.youtube.com/watch?v=8PHCaWhfwtE,"{'likely_relevant': 21, 'needs_review': 101, 'low_relevance': 28}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,30
6,二十四节气,24 solar terms,sample_limit_reached,3,150,True,youtube_three_page_lower_bound_unresolved,1000000,lower_70_90pct_reach,4.707557,1142003,148,1183346,0.0,1,low,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,middle_40_70pct_reach,stock_mid,long_tail,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,150,148,2,0,0.9867,0.0,1183346,1142003,0,0.9651,0.0,968900,968900,https://www.youtube.com/watch?v=WoJy3W-4hxE,https://www.youtube.com/watch?v=WoJy3W-4hxE,"{'likely_relevant': 148, 'needs_review': 2}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,31
12,中国水密隔舱福船制造技艺,Chinese junk watertight bulkhead,sample_limit_reached,3,149,True,youtube_three_page_lower_bound_unresolved,1443,middle_40_70pct_reach,4.833119,1126767,116,27695934,0.9483,1,high,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,top_20pct_reach,stock_low,near_invisible,9,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,149,116,29,4,0.7785,0.0268,27695934,1126767,26264558,0.0407,0.9483,614059,26253238,https://www.youtube.com/watch?v=XZP9fFyitn4,https://www.youtube.com/watch?v=qM0HS5A6sys,"{'likely_relevant': 116, 'needs_review': 29, 'low_relevance': 4}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,32
26,格萨(斯)尔史诗传统,Chinese Gesar epic,sample_limit_reached,3,149,True,youtube_three_page_lower_bound_unresolved,2788,lower_70_90pct_reach,4.636816,760949,116,812225,0.0062,1,low,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,lower_70_90pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,149,116,30,3,0.7785,0.0201,812225,760949,5057,0.9369,0.0062,219073,219073,https://www.youtube.com/watch?v=qmadIEqbWZs,https://www.youtube.com/watch?v=qmadIEqbWZs,"{'likely_relevant': 116, 'needs_review': 30, 'low_relevance': 3}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,33
43,新疆维吾尔木卡姆艺术,Uyghur Muqam,sample_limit_reached,3,137,True,youtube_three_page_lower_bound_unresolved,35643,middle_40_70pct_reach,4.711489,686528,72,1133200,0.0022,2,low,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,lower_70_90pct_reach,stock_mid,long_tail,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,137,72,63,2,0.5255,0.0146,1133200,686528,2505,0.6058,0.0022,116799,116799,https://www.youtube.com/watch?v=VUcNcRopfko,https://www.youtube.com/watch?v=VUcNcRopfko,"{'needs_review': 63, 'likely_relevant': 72, 'low_relevance': 2}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,34
37,中国传统木结构建筑营造技艺,Chinese timber architecture,sample_limit_reached,3,133,True,youtube_three_page_lower_bound_unresolved,260162,middle_40_70pct_reach,5.011561,1787087,78,298422787,0.9883,0,high,stock_high__reach_low,高存量低触达：自产自销/虚假繁荣候选,P0_stock_high_reach_low,middle_40_70pct_reach,stock_high,mid,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,133,61,38,34,0.4586,0.2556,174703953,215697,172758365,0.0012,0.9889,100178,112248667,https://www.youtube.com/watch?v=zoO_DYcxl2E,https://www.youtube.com/watch?v=UIQUQHGEKz0,"{'needs_review': 38, 'likely_relevant': 61, 'low_relevance': 34}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,35
16,黎族传统纺染织绣技艺,Li brocade,sample_limit_reached,3,127,True,youtube_three_page_lower_bound_unresolved,565098,lower_70_90pct_reach,4.310142,263363,70,143683898,0.8679,-1,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,middle_40_70pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,127,63,26,38,0.4961,0.2992,36543671,198602,17632984,0.0054,0.4825,106563,13865621,https://www.youtube.com/watch?v=PAA2a-GuK9U,https://www.youtube.com/watch?v=UpN3AcXLSSk,"{'likely_relevant': 63, 'low_relevance': 38, 'needs_review': 26}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,36
22,南音,Nanyin music,sample_limit_reached,3,148,True,youtube_three_page_lower_bound_unresolved,26564,lower_70_90pct_reach,4.164601,182999,71,3715470,0.5262,1,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,middle_40_70pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,148,71,61,16,0.4797,0.1081,3715470,182999,1955232,0.0493,0.5262,51986,1936552,https://www.youtube.com/watch?v=mMX2_3gHALE,https://www.youtube.com/watch?v=kRv8KXkf03E,"{'likely_relevant': 71, 'needs_review': 61, 'low_relevance': 16}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,37
8,福建木偶戏后继人才培养计划,budaixi,sample_limit_reached,3,150,True,youtube_three_page_lower_bound_unresolved,73079,lower_70_90pct_reach,3.950568,139485,157,2759578,0.1143,0,low,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,bottom_10pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,150,147,3,0,0.98,0.0,139208,130956,0,0.9407,0.0,42027,42027,https://www.youtube.com/watch?v=hGr7Eb7UrsQ,https://www.youtube.com/watch?v=hGr7Eb7UrsQ,"{'likely_relevant': 147, 'needs_review': 3}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,38
20,西安鼓乐,Xi'an drum music,sample_limit_reached,3,148,True,youtube_three_page_lower_bound_unresolved,1000000,lower_70_90pct_reach,3.982224,120770,41,1027453001,0.9774,-3,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,middle_40_70pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,148,41,11,96,0.277,0.6486,1027453001,120770,1004236361,0.0001,0.9774,78464,195385448,https://www.youtube.com/watch?v=IdxdnECSAF8,https://www.youtube.com/watch?v=MI_2rOYPUIU,"{'likely_relevant': 41, 'needs_review': 11, 'low_relevance': 96}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,39
16,黎族传统纺染织绣技艺,Li textile,sample_limit_reached,3,146,True,youtube_three_page_lower_bound_unresolved,1000000,lower_70_90pct_reach,4.310142,263363,70,143683898,0.8679,-1,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,middle_40_70pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,146,8,5,133,0.0548,0.911,108556833,118987,108430484,0.0011,0.9988,64280,20155623,https://www.youtube.com/watch?v=QI96KUULaBY,https://www.youtube.com/watch?v=HPo8Wg8aHnQ,"{'likely_relevant': 8, 'needs_review': 5, 'low_relevance': 133}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,40
4,送王船,Wangchuan ceremony,sample_limit_reached,3,146,True,youtube_three_page_lower_bound_unresolved,309,lower_70_90pct_reach,3.969944,113466,51,547719,0.5043,1,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,middle_40_70pct_reach,stock_mid,long_tail,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,146,51,61,34,0.3493,0.2329,547719,113466,276242,0.2072,0.5043,66007,138434,https://www.youtube.com/watch?v=A2Ho4BmE1uI,https://www.youtube.com/watch?v=Jbpf0SznqXI,"{'likely_relevant': 51, 'needs_review': 61, 'low_relevance': 34}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,41
32,花儿,Hua'er Gansu,sample_limit_reached,3,141,True,youtube_three_page_lower_bound_unresolved,723,middle_40_70pct_reach,5.633062,11329272,198,352841359,0.9637,-1,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,bottom_10pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,141,41,42,58,0.2908,0.4113,13955570,72048,13849565,0.0052,0.9924,29973,4545995,https://www.youtube.com/watch?v=KT9Yf0C0Q0o,https://www.youtube.com/watch?v=sAblAs9tXXY,"{'likely_relevant': 41, 'needs_review': 42, 'low_relevance': 58}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,42
5,藏医药浴法,Tibetan medicine bath,sample_limit_reached,3,120,True,youtube_three_page_lower_bound_unresolved,618125,bottom_10pct_reach,3.844087,55636,22,143347023,0.384,-3,medium,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,bottom_10pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,120,22,57,41,0.1833,0.3417,143347023,55636,55038809,0.0004,0.384,23857,43477224,https://www.youtube.com/watch?v=WLQ5rc8vUjs,https://www.youtube.com/watch?v=x6UITRjhijI,"{'low_relevance': 41, 'likely_relevant': 22, 'needs_review': 57}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,43
32,花儿,Hua'er folk song,sample_limit_reached,3,140,True,youtube_three_page_lower_bound_unresolved,1000000,middle_40_70pct_reach,5.633062,11329272,198,352841359,0.9637,-1,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,bottom_10pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,140,58,32,50,0.4143,0.3571,327681143,45815,326159469,0.0001,0.9954,11982,56091779,https://www.youtube.com/watch?v=iTQYgjiaTMs,https://www.youtube.com/watch?v=9sekgEXGm-E,"{'needs_review': 32, 'likely_relevant': 58, 'low_relevance': 50}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,44
19,侗族大歌,Dong grand song,sample_limit_reached,3,134,True,youtube_three_page_lower_bound_unresolved,761025,bottom_10pct_reach,3.795371,65920,66,1655512128,1.0,-4,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,bottom_10pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,134,37,2,95,0.2761,0.709,1655364356,37948,1655326307,0.0,1.0,20405,698651077,https://www.youtube.com/watch?v=cbFb8t4U9c0,https://www.youtube.com/watch?v=tcYodQoapMg,"{'low_relevance': 95, 'likely_relevant': 37, 'needs_review': 2}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,45
33,中国朝鲜族农乐舞,Farmers' dance of China's Korean ethnic group,sample_limit_reached,3,146,True,youtube_three_page_lower_bound_unresolved,1617,bottom_10pct_reach,3.590997,14930,9,351501557,0.9998,-3,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,lower_70_90pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,146,9,34,103,0.0616,0.7055,351501557,14930,351422962,0.0,0.9998,9293,181466138,https://www.youtube.com/watch?v=55M0kqCD1E4,https://www.youtube.com/watch?v=2_FuN1tV19Q,"{'likely_relevant': 9, 'low_relevance': 103, 'needs_review': 34}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,46
28,热贡艺术,Thangka,sample_limit_reached,3,138,True,youtube_three_page_lower_bound_unresolved,269380,bottom_10pct_reach,3.551164,10170,4,797324594,0.9943,-4,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,lower_70_90pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,138,4,134,0,0.029,0.0,651216,10170,0,0.0156,0.0,8875,50287,https://www.youtube.com/watch?v=kCBCpgvv8L4,https://www.youtube.com/watch?v=M9R4IEmiIPw,"{'needs_review': 134, 'likely_relevant': 4}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,47
8,福建木偶戏后继人才培养计划,Fujian puppetry,sample_limit_reached,3,136,True,youtube_three_page_lower_bound_unresolved,3890,lower_70_90pct_reach,3.950568,139485,157,2759578,0.1143,0,low,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,bottom_10pct_reach,stock_low,near_invisible,10,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,136,10,61,65,0.0735,0.4779,2620370,8529,315442,0.0033,0.1204,3638,199382,https://www.youtube.com/watch?v=8rDxjTkMr3E,https://www.youtube.com/watch?v=Y28yEUN8xD4,"{'likely_relevant': 10, 'needs_review': 61, 'low_relevance': 65}",P0_wait_tiktok_manual_for_deepcrawl,20,wait_tiktok_manual_then_decide,defer,10,TikTok 关键象限/人工核查项目；先列为候选，等 321 条人工表回流后决定是否补到 10 页。,48
30,玛纳斯,Chinese Manas epic,sample_limit_reached,3,139,True,youtube_three_page_lower_bound_unresolved,305584,lower_70_90pct_reach,4.191723,113260,20,2670119172,0.9857,-3,high,stock_high__reach_high,真·规模化出海候选,P2_noise_risk,high_20_40pct_reach,stock_high,head,0,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,139,20,42,77,0.1439,0.554,2670119172,113260,2631928828,0.0,0.9857,101797,759069202,https://www.youtube.com/watch?v=mMJfMtC7IqE,https://www.youtube.com/watch?v=kxgEBpTEqtE,"{'low_relevance': 77, 'needs_review': 42, 'likely_relevant': 20}",P1_noise_probe_5_pages,35,deepcrawl_to_5_pages_for_noise_diagnosis,to_5_pages,5,raw/low 噪声强或 raw→likely 下跌明显；补到 5 页足够判断噪声结构，不补满 500。,49
18,羌年,Qiang New Year,sample_limit_reached,3,145,True,youtube_three_page_lower_bound_unresolved,305684,bottom_10pct_reach,3.651647,40650,46,168088029,0.7001,-3,high,stock_low__reach_low,低存量低触达：近乎隐形候选,P2_noise_risk,middle_40_70pct_reach,stock_low,near_invisible,0,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,145,46,72,27,0.3172,0.1862,168088029,40650,117678110,0.0002,0.7001,8226,48600716,https://www.youtube.com/watch?v=oGKfeU8hgYY,https://www.youtube.com/watch?v=Fumf_S76wBU,"{'likely_relevant': 46, 'low_relevance': 27, 'needs_review': 72}",P1_noise_probe_5_pages,35,deepcrawl_to_5_pages_for_noise_diagnosis,to_5_pages,5,raw/low 噪声强或 raw→likely 下跌明显；补到 5 页足够判断噪声结构，不补满 500。,50
38,端午节,Dragon Boat Festival,sample_limit_reached,3,130,True,youtube_three_page_lower_bound_unresolved,453224,high_20_40pct_reach,6.134716,56333109,237,78825711,0.2527,1,medium,stock_low__reach_low,低存量低触达：近乎隐形候选,P3_normal,middle_40_70pct_reach,stock_mid,long_tail,0,qualitative_only: TikTok hashtag stock and YouTube collection state are not same units; do not compare numeric magnitude.,130,115,13,2,0.8846,0.0154,74138683,51824786,19914950,0.699,0.2686,21373698,21373698,https://www.youtube.com/watch?v=vusE2HqaAEY,https://www.youtube.com/watch?v=vusE2HqaAEY,"{'likely_relevant': 115, 'needs_review': 13, 'low_relevance': 2}",P1_possible_reach_deepcrawl_after_review,45,review_then_maybe_deepcrawl,defer_or_to_10_pages,10,YouTube 触达相对靠前，但噪声或 TikTok 对照优先级不足；等候选表人工看过后再决定。,51
