project_id,project_name,project_name_en,list_type,category,label_likely_relevant_rows,label_needs_review_rows,label_low_relevance_rows,youtube_collection_state_counts,youtube_three_page_lower_bound_rows,raw_unique_videos,raw_total_play,raw_median_play,raw_mean_play,raw_p75_play,raw_p90_play,raw_p95_play,raw_p99_play,raw_max_play,raw_videos_ge_1k,raw_videos_ge_10k,raw_videos_ge_100k,raw_videos_ge_1m,raw_zero_play_videos,raw_total_digg,raw_total_comment,raw_total_share,raw_max_digg,raw_max_comment,raw_max_share,raw_top_video_id,raw_top_video_url,raw_top_video_desc,likely_unique_videos,likely_total_play,likely_median_play,likely_mean_play,likely_p75_play,likely_p90_play,likely_p95_play,likely_p99_play,likely_max_play,likely_videos_ge_1k,likely_videos_ge_10k,likely_videos_ge_100k,likely_videos_ge_1m,likely_zero_play_videos,likely_total_digg,likely_total_comment,likely_total_share,likely_max_digg,likely_max_comment,likely_max_share,likely_top_video_id,likely_top_video_url,likely_top_video_desc,inclusive_unique_videos,inclusive_total_play,inclusive_median_play,inclusive_mean_play,inclusive_p75_play,inclusive_p90_play,inclusive_p95_play,inclusive_p99_play,inclusive_max_play,inclusive_videos_ge_1k,inclusive_videos_ge_10k,inclusive_videos_ge_100k,inclusive_videos_ge_1m,inclusive_zero_play_videos,inclusive_total_digg,inclusive_total_comment,inclusive_total_share,inclusive_max_digg,inclusive_max_comment,inclusive_max_share,inclusive_top_video_id,inclusive_top_video_url,inclusive_top_video_desc,low_unique_videos,low_total_play,low_median_play,low_mean_play,low_p75_play,low_p90_play,low_p95_play,low_p99_play,low_max_play,low_videos_ge_1k,low_videos_ge_10k,low_videos_ge_100k,low_videos_ge_1m,low_zero_play_videos,low_total_digg,low_total_comment,low_total_share,low_max_digg,low_max_comment,low_max_share,low_top_video_id,low_top_video_url,low_top_video_desc,likely_video_ratio,inclusive_video_ratio,low_relevance_video_ratio,likely_play_ratio,inclusive_play_ratio,low_relevance_play_ratio,reach_noise_risk,raw_reach_tier,raw_reach_score,likely_reach_tier,likely_reach_score,inclusive_reach_tier,inclusive_reach_score,reach_tier_changed_after_relevance_filter,raw_to_likely_tier_delta
22,南音,Nanyin,RL,表演艺术(音乐),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
23,南京云锦织造技艺,Craftsmanship of Nanjing Yunjin brocade,RL,传统手工艺,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
24,宣纸传统制作技艺,Traditional handicrafts of making Xuan paper,RL,传统手工艺,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
25,粤剧,Yueju opera,RL,表演艺术(戏曲),420,7,14,"{""ceiling_capped_500"": 441}",0,441,35175013,1099,79762,12833,130977,322146,1359766,4953372,228,131,50,8,2,316956,17457,0,170524,9358,0,5rgNRdbPdtg,https://www.youtube.com/watch?v=5rgNRdbPdtg,"帝女花之香夭 Fragrant Sacrifice 任白名曲Yam Kim Fei and Bak Suit Sin — This is probably the most well-known excerpt from the most-watched Cantonese Opera in the world.  I have supplied English subtitles here, hoping that those who",420,24638281,1007,58663,12404,127792,282246,861094,4953372,212,121,46,4,1,109672,6906,0,17397,1359,0,5rgNRdbPdtg,https://www.youtube.com/watch?v=5rgNRdbPdtg,"帝女花之香夭 Fragrant Sacrifice 任白名曲Yam Kim Fei and Bak Suit Sin — This is probably the most well-known excerpt from the most-watched Cantonese Opera in the world.  I have supplied English subtitles here, hoping that those who",427,26304803,1011,61604,12461,128413,286656,1011849,4953372,216,124,47,5,1,121608,7147,0,17397,1359,0,5rgNRdbPdtg,https://www.youtube.com/watch?v=5rgNRdbPdtg,"帝女花之香夭 Fragrant Sacrifice 任白名曲Yam Kim Fei and Bak Suit Sin — This is probably the most well-known excerpt from the most-watched Cantonese Opera in the world.  I have supplied English subtitles here, hoping that those who",14,8870210,9493,633586,35311,2494826,3564739,4319265,4507896,12,7,3,3,1,195348,10310,0,170524,9358,0,EmHYhDXz-Zs,https://www.youtube.com/watch?v=EmHYhDXz-Zs,京劇【鍘美案】包公 唱段 — 【鍘美案】包公 唱段,0.9524,0.9683,0.0317,0.7004,0.7478,0.2522,medium,lower_70_90pct_reach,6.078738,middle_40_70pct_reach,6.000974,lower_70_90pct_reach,6.014193,True,1
26,格萨(斯)尔史诗传统,Gesar epic tradition,RL,口头传统/史诗,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
27,龙泉青瓷传统烧制技艺,Traditional firing technology of Longquan celadon,RL,传统手工艺,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
28,热贡艺术,Regong arts,RL,传统手工艺/宗教艺术,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
29,藏戏,Xizang opera,RL,表演艺术(戏曲),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
30,玛纳斯,Manas,RL,口头传统/史诗,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
31,蒙古族呼麦,"Mongolian art of singing, Khoomei",RL,表演艺术(音乐),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
32,花儿,Hua'er,RL,表演艺术(民歌),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
33,中国朝鲜族农乐舞,Farmers' dance of China's Korean ethnic group,RL,表演艺术(舞蹈),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
34,中国书法,Chinese calligraphy,RL,传统手工艺/视觉艺术,413,12,26,"{""ceiling_capped_500"": 451}",0,451,89291388,5918,197985,30831,310593,1078512,3070650,17871511,397,185,71,24,0,1455997,29687,0,364454,5408,0,XY6qjGlBlL0,https://www.youtube.com/watch?v=XY6qjGlBlL0,"The Art of Crafting a Calligraphy Brush | Timeless Chinese Heritage & Bamboo Craftsmanship — The Art of Crafting a Calligraphy Brush | Timeless Chinese Heritage & Bamboo Craftsmanship.

🔹 Description:
Discover the calmin",413,50451296,5115,122158,24260,149061,527736,2652568,5412199,361,152,50,16,0,648591,15098,0,99662,1793,0,UMwqx6UALAI,https://www.youtube.com/watch?v=UMwqx6UALAI,"Traditional Chinese Handmade Craft | Making a Jade Pen Shaft Calligraphy Brush by Hand #handmade — The calligraphy brush is an essential tool in traditional Chinese calligraphy and a beautiful craft.
The artisan first ",425,74516560,5334,175333,26996,168424,879820,3046904,17871511,371,162,56,19,0,1195386,23988,0,364454,5408,0,XY6qjGlBlL0,https://www.youtube.com/watch?v=XY6qjGlBlL0,"The Art of Crafting a Calligraphy Brush | Timeless Chinese Heritage & Bamboo Craftsmanship — The Art of Crafting a Calligraphy Brush | Timeless Chinese Heritage & Bamboo Craftsmanship.

🔹 Description:
Discover the calmin",26,14774828,242128,568263,599095,1684777,2244181,2895300,3072052,26,23,15,5,0,260611,5699,0,87776,1557,0,LQKsU8mtZns,https://www.youtube.com/watch?v=LQKsU8mtZns,How to write 100 Basic Chinese Characters | Chinese handwriting | For beginners — ,0.9157,0.9424,0.0576,0.565,0.8345,0.1655,low,middle_40_70pct_reach,6.530438,middle_40_70pct_reach,6.216283,middle_40_70pct_reach,6.461846,False,0
35,中国篆刻,Art of Chinese seal engraving,RL,传统手工艺,544,34,33,"{""ceiling_capped_500"": 416, ""exhausted"": 195}",0,527,45711131,144,86738,1266,13220,33270,720611,14664330,151,68,14,5,0,1018206,3131,0,225717,507,0,Ykv0Ulx6kNM,https://www.youtube.com/watch?v=Ykv0Ulx6kNM,The art of Chinese seal engraving#sculpture #art — ,461,39614347,87,85931,1044,11944,30407,424204,14664330,117,52,10,4,0,818083,2107,0,225717,507,0,Ykv0Ulx6kNM,https://www.youtube.com/watch?v=Ykv0Ulx6kNM,The art of Chinese seal engraving#sculpture #art — ,495,40643743,120,82109,1190,13083,33166,492432,14664330,137,64,12,4,0,837391,2579,0,225717,507,0,Ykv0Ulx6kNM,https://www.youtube.com/watch?v=Ykv0Ulx6kNM,The art of Chinese seal engraving#sculpture #art — ,32,5067388,568,158356,5771,20793,366813,3132227,4187008,14,4,2,1,0,180815,552,0,166178,376,0,uhaQeAWiOaE,https://www.youtube.com/watch?v=uhaQeAWiOaE,Carving Super Mario in stone.  #seal #asmr #satisfying — Carving Super Mario in stone.  #seal #asmr #satisfying,0.8748,0.9393,0.0607,0.8666,0.8891,0.1109,low,bottom_10pct_reach,5.814592,bottom_10pct_reach,5.765686,bottom_10pct_reach,5.790042,False,0
36,中国剪纸,Chinese paper-cut,RL,传统手工艺,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
37,中国传统木结构建筑营造技艺,Chinese traditional architectural craftsmanship for timber-framed structures,RL,传统手工艺/建筑,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
38,端午节,Dragon Boat festival,RL,节庆民俗,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
39,妈祖信俗,Mazu belief and customs,RL,民俗信仰,188,6,35,"{""exhausted"": 229}",0,229,18848417,1996,82307,15123,146638,246060,2091934,2977643,150,61,39,5,0,369589,16209,0,245374,9659,0,euPfAilSpuU,https://www.youtube.com/watch?v=euPfAilSpuU,"Myth's Bad Ending | Hololive fan-animation — After one and a half year in the making, I finally finished this project. The SFXs from DaphDafDave and the scores from Daryl Barnes really made this video better in every way",188,15271814,2242,81233,26213,146827,246890,1252795,2977643,123,53,35,4,0,342256,14673,0,245374,9659,0,euPfAilSpuU,https://www.youtube.com/watch?v=euPfAilSpuU,"Myth's Bad Ending | Hololive fan-animation — After one and a half year in the making, I finally finished this project. The SFXs from DaphDafDave and the scores from Daryl Barnes really made this video better in every way",194,18132744,2282,93468,24064,146967,300687,2513133,2977643,128,56,36,5,0,357869,15380,0,245374,9659,0,euPfAilSpuU,https://www.youtube.com/watch?v=euPfAilSpuU,"Myth's Bad Ending | Hololive fan-animation — After one and a half year in the making, I finally finished this project. The SFXs from DaphDafDave and the scores from Daryl Barnes really made this video better in every way",35,715673,1183,20448,2179,25115,149261,266346,315424,22,5,3,0,0,11720,829,0,9404,404,0,AK7Jo3_lizk,https://www.youtube.com/watch?v=AK7Jo3_lizk,"天上聖母媽祖讚頌靈驗至極完美加長版【一拜天清地靈靈，二拜清香跟誠心，三拜聖母顯聖明，萬事乞求萬事成】媽祖娘娘費苦心，消災賜福為眾生 — 【🙇乞求善心 乞求憐憫 跪求布施🙇】

尊敬的各位施主，跪求您大發憐憫心布施本頻道。您的布施作為本頻道唯一的收入，無論布施多少，對我們來說都是非常大的支持與希望，在此跪謝。🙇

🙏佛法祈福緣-PAYPAL布施網址：https://paypal.me/sjfyg

🙏佛法祈福緣-支付寶布施帳號：XYSWG",0.821,0.8472,0.1528,0.8102,0.962,0.038,low,lower_70_90pct_reach,5.888192,lower_70_90pct_reach,5.852143,lower_70_90pct_reach,5.909398,False,0
40,中国雕版印刷技艺,China engraved block printing technique,RL,传统手工艺,0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
41,昆曲,Kun Qu opera,RL,表演艺术(戏曲),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
42,古琴艺术,Guqin and its music,RL,表演艺术(音乐),766,62,14,"{""ceiling_capped_500"": 842}",0,762,345334925,667,453195,5382,348005,1590115,14727105,28705137,338,174,111,50,21,6680701,179472,0,559450,16537,0,IxM1tjTvFAc,https://www.youtube.com/watch?v=IxM1tjTvFAc,"【箏鼓和鳴】權御天下 Sun Quan The Emperor (Guzheng&Drum Ver.) — Godlike I go BOOOM!
Hope you enjoy this very Han Chinese styled music.
Original Song: 權御天下(洛天依) - https://youtu.be/LJms1CGHjn8

Credits:
Music: 乌龟sui
Guzheng/PV/Mixin",706,175390571,601,248429,3388,166405,814338,5568394,25431533,298,143,85,30,21,3412474,95312,0,473222,16537,0,gf6v59c5yuY,https://www.youtube.com/watch?v=gf6v59c5yuY,"The Eagles - Hotel California - Reimagined on the Traditional Chinese Guzheng | Moyun — This time I will bring you a fun loop form! Different from the previous multi-part ensemble, it is possible to complete a piece of m",748,309978228,635,414409,4493,285867,1227266,14079096,28705137,326,164,102,44,21,6210130,168219,0,559450,16537,0,IxM1tjTvFAc,https://www.youtube.com/watch?v=IxM1tjTvFAc,"【箏鼓和鳴】權御天下 Sun Quan The Emperor (Guzheng&Drum Ver.) — Godlike I go BOOOM!
Hope you enjoy this very Han Chinese styled music.
Original Song: 權御天下(洛天依) - https://youtu.be/LJms1CGHjn8

Credits:
Music: 乌龟sui
Guzheng/PV/Mixin",14,35356697,506608,2525478,1637635,7138083,12421911,17049146,18205955,12,10,9,6,0,470571,11253,0,261043,7888,0,GwyXQO0tSW4,https://www.youtube.com/watch?v=GwyXQO0tSW4,"Relaxing With Chinese Bamboo Flute, Guzheng, Erhu | Instrumental Music Collection — The best music of the channel, please check it out for more details
https://www.youtube.com/watch?v=acUTQLODdxs

♫ Spotify: https://spot",0.9265,0.9816,0.0184,0.5079,0.8976,0.1024,low,middle_40_70pct_reach,6.855398,high_20_40pct_reach,6.628708,high_20_40pct_reach,6.79597,True,1
43,新疆维吾尔木卡姆艺术,Uyghur Muqam of Xinjiang,RL,表演艺术(音乐),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
44,蒙古族长调民歌,"Urtiin Duu, traditional folk long song",RL,表演艺术(音乐),0,0,0,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,low,no_videos,0.0,no_videos,0.0,no_videos,0.0,False,0
